   1.0000000000000001e-01	   1.0173730911017240e+02	   1.0000000000000001e-01	   4.3854000000000002e+02	
   2.0000000000000001e-01	   1.0173730911017240e+02	   9.9647926600712033e-02	   4.3873755515128670e+02	
   3.0000000000000004e-01	   1.0173730911017240e+02	   9.8879335162327581e-02	   4.3898756906550693e+02	
   4.0000000000000002e-01	   1.0173730911017240e+02	   9.7819839838583555e-02	   4.3926183893361758e+02	
   5.0000000000000000e-01	   1.0173730911017240e+02	   9.6632362370681013e-02	   4.3952918832734775e+02	
   5.9999999999999998e-01	   1.0173730911017240e+02	   9.5515751674692007e-02	   4.3975235973216695e+02	
   7.0000000000000007e-01	   1.0173730911017240e+02	   9.4575201280642951e-02	   4.3992241914582360e+02	
   8.0000000000000004e-01	   1.0173730911017240e+02	   9.3831019653556558e-02	   4.4004255643192317e+02	
   9.0000000000000002e-01	   1.0173730911017240e+02	   9.3300911500428019e-02	   4.4011413350474766e+02	
   1.0000000000000000e+00	   1.0173730911017240e+02	   9.2992757915316249e-02	   4.4013998269508903e+02	
   1.1000000000000001e+00	   1.0376745167586310e+02	   9.2875603557939945e-02	   4.4013038607917639e+02	
   1.2000000000000002e+00	   1.0376745167586310e+02	   9.3325595377056675e-02	   4.3985443750554521e+02	
   1.3000000000000003e+00	   1.0376745167586310e+02	   9.4376485556842735e-02	   4.3950450305859783e+02	
   1.4000000000000001e+00	   1.0376745167586310e+02	   9.5807276482631543e-02	   4.3912800356185073e+02	
   1.5000000000000002e+00	   1.0376745167586310e+02	   9.7388656465986781e-02	   4.3876664742357167e+02	
   1.6000000000000001e+00	   1.0376745167586310e+02	   9.8945388242684604e-02	   4.3844819130558170e+02	
   1.7000000000000002e+00	   1.0376745167586310e+02	   1.0035395101097351e-01	   4.3818860189031670e+02	
   1.8000000000000003e+00	   1.0376745167586310e+02	   1.0153115869412238e-01	   4.3799549102367666e+02	
   1.9000000000000001e+00	   1.0376745167586310e+02	   1.0243108351946559e-01	   4.3786948322027843e+02	
   2.0000000000000000e+00	   1.0376745167586310e+02	   1.0303735508963917e-01	   4.3780631496033845e+02	
   2.1000000000000001e+00	   1.0052336122270117e+02	   1.0335893336660854e-01	   4.3779792315761193e+02	
   2.2000000000000002e+00	   1.0052336122270117e+02	   1.0280175747650197e-01	   4.3820833335170784e+02	
   2.3000000000000003e+00	   1.0052336122270117e+02	   1.0109035502528628e-01	   4.3877532599831557e+02	
   2.4000000000000004e+00	   1.0052336122270117e+02	   9.8605663733470378e-02	   4.3941755569870753e+02	
   2.5000000000000004e+00	   1.0052336122270117e+02	   9.5820664869210648e-02	   4.4004393166520902e+02	
   2.6000000000000001e+00	   1.0052336122270117e+02	   9.3215624292297392e-02	   4.4056677218887836e+02	
   2.7000000000000002e+00	   1.0052336122270117e+02	   9.1082610558397309e-02	   4.4095314343758758e+02	
   2.8000000000000003e+00	   1.0052336122270117e+02	   8.9501972976447478e-02	   4.4120520554713153e+02	
   2.9000000000000004e+00	   1.0052336122270117e+02	   8.8408111499078748e-02	   4.4134976843653726e+02	
   3.0000000000000004e+00	   1.0052336122270117e+02	   8.7827651358298855e-02	   4.4139017666709748e+02	
   3.1000000000000001e+00	   1.0266611574234935e+02	   8.7666848894736013e-02	   4.4135353826121940e+02	
   3.2000000000000002e+00	   1.0266611574234935e+02	   8.8271589770331935e-02	   4.4100983324082358e+02	
   3.3000000000000003e+00	   1.0266611574234935e+02	   8.9539587121756067e-02	   4.4059146171006768e+02	
   3.4000000000000004e+00	   1.0266611574234935e+02	   9.1137503621199961e-02	   4.4015980516730610e+02	
   3.5000000000000004e+00	   1.0266611574234935e+02	   9.2862084957676241e-02	   4.3975422130359203e+02	
   3.6000000000000001e+00	   1.0266611574234935e+02	   9.4531343199441814e-02	   4.3940272011000508e+02	
   3.7000000000000002e+00	   1.0266611574234935e+02	   9.6012676851991260e-02	   4.3912131360113074e+02	
   3.8000000000000003e+00	   1.0266611574234935e+02	   9.7229252259933521e-02	   4.3891522254816334e+02	
   3.9000000000000004e+00	   1.0266611574234935e+02	   9.8142342196883212e-02	   4.3878274874107211e+02	
   4.0000000000000000e+00	   1.0266611574234935e+02	   9.8745903577310057e-02	   4.3871699744904231e+02	
   4.0999999999999996e+00	   1.0157698614217810e+02	   9.9060350979297482e-02	   4.3870738029833592e+02	
   4.2000000000000002e+00	   1.0157698614217810e+02	   9.8918501145891582e-02	   4.3886730271734984e+02	
   4.2999999999999998e+00	   1.0157698614217810e+02	   9.8276628180166706e-02	   4.3909618997004407e+02	
   4.3999999999999995e+00	   1.0157698614217810e+02	   9.7300266040227276e-02	   4.3935859521376534e+02	
   4.5000000000000000e+00	   1.0157698614217810e+02	   9.6178455484484851e-02	   4.3961820443802702e+02	
   4.5999999999999996e+00	   1.0157698614217810e+02	   9.5073955495960941e-02	   4.3984724769831610e+02	
   4.7000000000000002e+00	   1.0157698614217810e+02	   9.4103779144111707e-02	   4.4002877065907143e+02	
   4.7999999999999998e+00	   1.0157698614217810e+02	   9.3337925470449903e-02	   4.4015574439964291e+02	
   4.9000000000000004e+00	   1.0157698614217810e+02	   9.2802913192236311e-02	   4.4022943893169679e+02	
   5.0000000000000000e+00	   1.0157698614217810e+02	   9.2489705323181376e-02	   4.4025715481403819e+02	
   5.0999999999999996e+00	   1.0099290035249491e+02	   9.2366891958060818e-02	   4.4024926516945663e+02	
   5.2000000000000002e+00	   1.0099290035249491e+02	   9.2274421499000642e-02	   4.4028609354738632e+02	
   5.2999999999999998e+00	   1.0099290035249491e+02	   9.2133363812531122e-02	   4.4032750889322642e+02	
   5.4000000000000004e+00	   1.0099290035249491e+02	   9.1968971320787046e-02	   4.4036839073244488e+02	
   5.5000000000000000e+00	   1.0099290035249491e+02	   9.1805200455276445e-02	   4.4040473670969891e+02	
   5.5999999999999996e+00	   1.0099290035249491e+02	   9.1659410101597394e-02	   4.4043400286036416e+02	
   5.7000000000000002e+00	   1.0099290035249491e+02	   9.1541210621507302e-02	   4.4045544661439646e+02	
   5.7999999999999998e+00	   1.0099290035249491e+02	   9.1450764924064495e-02	   4.4047000903958212e+02	
   5.9000000000000004e+00	   1.0099290035249491e+02	   9.1387486084415742e-02	   4.4047847558455089e+02	
   6.0000000000000000e+00	   1.0099290035249491e+02	   9.1351936205353576e-02	   4.4048127118166730e+02	
   6.0999999999999996e+00	   1.0046098664557059e+02	   9.1339547219152231e-02	   4.4047979665958991e+02	
   6.2000000000000002e+00	   1.0046098664557059e+02	   9.1237660044794791e-02	   4.4053882811258524e+02	
   6.2999999999999998e+00	   1.0046098664557059e+02	   9.1014802676106829e-02	   4.4061252792764145e+02	
   6.4000000000000004e+00	   1.0046098664557059e+02	   9.0721337659072185e-02	   4.4068971712034215e+02	
   6.5000000000000000e+00	   1.0046098664557059e+02	   9.0417134503044033e-02	   4.4075981408684481e+02	
   6.5999999999999996e+00	   1.0046098664557059e+02	   9.0144560463550433e-02	   4.4081637516143996e+02	
   6.7000000000000002e+00	   1.0046098664557059e+02	   8.9921229746756259e-02	   4.4085868426106362e+02	
   6.7999999999999998e+00	   1.0046098664557059e+02	   8.9745685177424345e-02	   4.4088861395911181e+02	
   6.9000000000000004e+00	   1.0046098664557059e+02	   8.9626072169583515e-02	   4.4090584525451965e+02	
   7.0000000000000000e+00	   1.0046098664557059e+02	   8.9550507757403683e-02	   4.4091384346681008e+02	
   7.0999999999999996e+00	   1.0151860563877730e+02	   8.9513442293843157e-02	   4.4091443681871993e+02	
   7.2000000000000002e+00	   1.0151860563877730e+02	   8.9737711468588069e-02	   4.4078124536332484e+02	
   7.2999999999999998e+00	   1.0151860563877730e+02	   9.0237550235545014e-02	   4.4061655613260041e+02	
   7.4000000000000004e+00	   1.0151860563877730e+02	   9.0872755278742834e-02	   4.4044645038749724e+02	
   7.5000000000000000e+00	   1.0151860563877730e+02	   9.1542409585192858e-02	   4.4028938567367817e+02	
   7.5999999999999996e+00	   1.0151860563877730e+02	   9.2168796551252416e-02	   4.4015706392126913e+02	
   7.7000000000000002e+00	   1.0151860563877730e+02	   9.2708774188844462e-02	   4.4005337151263689e+02	
   7.7999999999999998e+00	   1.0151860563877730e+02	   9.3157206198179854e-02	   4.3997497115298836e+02	
   7.9000000000000004e+00	   1.0151860563877730e+02	   9.3487109003797988e-02	   4.3992536160857088e+02	
   8.0000000000000000e+00	   1.0151860563877730e+02	   9.3699011633940413e-02	   4.3990132583352187e+02	
   8.0999999999999996e+00	   1.0195787716829359e+02	   9.3805252750281121e-02	   4.3989792341282327e+02	
   8.1999999999999993e+00	   1.0195787716829359e+02	   9.3913599175864740e-02	   4.3985803554426661e+02	
   8.3000000000000007e+00	   1.0195787716829359e+02	   9.4070468216640696e-02	   4.3981405860899736e+02	
   8.4000000000000004e+00	   1.0195787716829359e+02	   9.4247264713134840e-02	   4.3977184968323314e+02	
   8.5000000000000000e+00	   1.0195787716829359e+02	   9.4419617127670399e-02	   4.3973476791604043e+02	
   8.5999999999999996e+00	   1.0195787716829359e+02	   9.4575797009560911e-02	   4.3970409946615695e+02	
   8.6999999999999993e+00	   1.0195787716829359e+02	   9.4704264866638327e-02	   4.3968137054673633e+02	
   8.8000000000000007e+00	   1.0195787716829359e+02	   9.4803727876669894e-02	   4.3966582053511877e+02	
   8.9000000000000004e+00	   1.0195787716829359e+02	   9.4874301645451964e-02	   4.3965671719679045e+02	
   9.0000000000000000e+00	   1.0195787716829359e+02	   9.4914616747700492e-02	   4.3965375756889119e+02	
   9.0999999999999996e+00	   1.0163290684400694e+02	   9.4928799384478402e-02	   4.3965557953213499e+02	
   9.1999999999999993e+00	   1.0163290684400694e+02	   9.4848328274990290e-02	   4.3970012566409542e+02	
   9.3000000000000007e+00	   1.0163290684400694e+02	   9.4673306813687214e-02	   4.3975579816463858e+02	
